ENSMUST00000193198	ENSMUSG00000102628	Gm37671
ENSMUST00000153920	ENSMUSG00000000538	Tom1l2
ENSMUST00000102683	ENSMUSG00000000538	Tom1l2
ENSMUST00000093048	ENSMUSG00000000538	Tom1l2
ENSMUST00000093046	ENSMUSG00000000538	Tom1l2
ENSMUST00000151284	ENSMUSG00000000538	Tom1l2
ENSMUST00000133420	ENSMUSG00000000538	Tom1l2
ENSMUST00000143124	ENSMUSG00000000538	Tom1l2
ENSMUST00000064019	ENSMUSG00000000538	Tom1l2
ENSMUST00000102682	ENSMUSG00000000538	Tom1l2
ENSMUST00000142225	ENSMUSG00000000538	Tom1l2
ENSMUST00000095254	ENSMUSG00000000538	Tom1l2
ENSMUST00000121455	ENSMUSG00000083899	Gm12346
ENSMUST00000020537	ENSMUSG00000020297	Nsg2
ENSMUST00000109409	ENSMUSG00000020297	Nsg2
ENSMUST00000093219	ENSMUSG00000020297	Nsg2
ENSMUST00000145338	ENSMUSG00000086386	Gm12108
ENSMUST00000121140	ENSMUSG00000081613	Gm12109
ENSMUST00000139025	ENSMUSG00000085132	Gm12265
ENSMUST00020183263	ENSMUSG00002076024	ENSMUSG00002076024
ENSMUST00000120311	ENSMUSG00000082148	Gm12266
ENSMUST00000138603	ENSMUSG00000006930	Hap1
ENSMUST00000103124	ENSMUSG00000006930	Hap1
ENSMUST00000173630	ENSMUSG00000006930	Hap1
ENSMUST00000174635	ENSMUSG00000006930	Hap1
ENSMUST00000146878	ENSMUSG00000006930	Hap1
ENSMUST00000173304	ENSMUSG00000092509	Gm20394
ENSMUST00000081241	ENSMUSG00000091478	Gm10039
ENSMUST00000145401	ENSMUSG00000020279	Il9r
ENSMUST00000020518	ENSMUSG00000020279	Il9r
ENSMUST00000128311	ENSMUSG00000020279	Il9r
ENSMUST00000142396	ENSMUSG00000020279	Il9r
ENSMUST00000131979	ENSMUSG00000020279	Il9r
ENSMUST00000039601	ENSMUSG00000040767	Snrnp25
ENSMUST00000149043	ENSMUSG00000040767	Snrnp25
ENSMUST00000155736	ENSMUSG00000040767	Snrnp25
ENSMUST00000121182	ENSMUSG00000040767	Snrnp25
ENSMUST00000125837	ENSMUSG00000040767	Snrnp25
ENSMUST00000124659	ENSMUSG00000001552	Jup
ENSMUST00000001592	ENSMUSG00000001552	Jup
ENSMUST00000151476	ENSMUSG00000001552	Jup
ENSMUST00000107403	ENSMUSG00000001552	Jup
ENSMUST00000152774	ENSMUSG00000001552	Jup
ENSMUST00000149798	ENSMUSG00000001552	Jup
ENSMUST00000155746	ENSMUSG00000001552	Jup
ENSMUST00000128268	ENSMUSG00000001552	Jup
ENSMUST00000123903	ENSMUSG00000001552	Jup
ENSMUST00000138915	ENSMUSG00000086031	Gm12348
ENSMUST00000070805	ENSMUSG00000056598	Drc3
ENSMUST00000094140	ENSMUSG00000056598	Drc3
ENSMUST00000108723	ENSMUSG00000056598	Drc3
ENSMUST00000128905	ENSMUSG00000056598	Drc3
ENSMUST00000108722	ENSMUSG00000056598	Drc3
ENSMUST00000066489	ENSMUSG00000006931	P3h4
ENSMUST00000141840	ENSMUSG00000006931	P3h4
ENSMUST00000102493	ENSMUSG00000020836	Coro6
ENSMUST00000130255	ENSMUSG00000020836	Coro6
ENSMUST00000021190	ENSMUSG00000020836	Coro6
ENSMUST00000079770	ENSMUSG00000020836	Coro6
ENSMUST00000108391	ENSMUSG00000020836	Coro6
ENSMUST00000052515	ENSMUSG00000020836	Coro6
ENSMUST00000020524	ENSMUSG00000020282	Rhbdf1
ENSMUST00000143036	ENSMUSG00000020282	Rhbdf1
ENSMUST00000146179	ENSMUSG00000020282	Rhbdf1
ENSMUST00000143988	ENSMUSG00000020282	Rhbdf1
ENSMUST00000142274	ENSMUSG00000020282	Rhbdf1
ENSMUST00000137125	ENSMUSG00000020282	Rhbdf1
ENSMUST00000132578	ENSMUSG00000020282	Rhbdf1
ENSMUST00000150381	ENSMUSG00000020282	Rhbdf1
ENSMUST00000144902	ENSMUSG00000020282	Rhbdf1
ENSMUST00000001595	ENSMUSG00000001555	Fkbp10
ENSMUST00000107400	ENSMUSG00000001555	Fkbp10
ENSMUST00000134815	ENSMUSG00000001555	Fkbp10
ENSMUST00000139084	ENSMUSG00000001555	Fkbp10
ENSMUST00000125616	ENSMUSG00000001555	Fkbp10
ENSMUST00000108721	ENSMUSG00000042709	Atpaf2
ENSMUST00000145532	ENSMUSG00000042709	Atpaf2
ENSMUST00000138696	ENSMUSG00000042709	Atpaf2
ENSMUST00000154387	ENSMUSG00000042709	Atpaf2
ENSMUST00000141987	ENSMUSG00000042709	Atpaf2
ENSMUST00000156966	ENSMUSG00000042709	Atpaf2
ENSMUST00000239016	ENSMUSG00000042709	Atpaf2
ENSMUST00000139477	ENSMUSG00000018415	Gid4
ENSMUST00000070681	ENSMUSG00000018415	Gid4
ENSMUST00000118398	ENSMUSG00000083412	Gm12268
ENSMUST00000121609	ENSMUSG00000084249	Gm12267
ENSMUST00000138713	ENSMUSG00000020537	Drg2
ENSMUST00000018568	ENSMUSG00000020537	Drg2
ENSMUST00000147745	ENSMUSG00000020537	Drg2
ENSMUST00000136484	ENSMUSG00000020537	Drg2
ENSMUST00000155731	ENSMUSG00000020537	Drg2
ENSMUST00000145934	ENSMUSG00000037907	Ankrd13b
ENSMUST00000037593	ENSMUSG00000037907	Ankrd13b
ENSMUST00000143872	ENSMUSG00000037907	Ankrd13b
ENSMUST00000135227	ENSMUSG00000037907	Ankrd13b
ENSMUST00000127291	ENSMUSG00000037907	Ankrd13b
ENSMUST00000092892	ENSMUSG00000037907	Ankrd13b
ENSMUST00000124640	ENSMUSG00000020289	Nprl3
ENSMUST00000109390	ENSMUSG00000020289	Nprl3
ENSMUST00000141859	ENSMUSG00000020289	Nprl3
ENSMUST00000020530	ENSMUSG00000020289	Nprl3
ENSMUST00000136903	ENSMUSG00000020289	Nprl3
ENSMUST00000148636	ENSMUSG00000020289	Nprl3
ENSMUST00000137950	ENSMUSG00000020289	Nprl3
ENSMUST00000109389	ENSMUSG00000020289	Nprl3
ENSMUST00000125256	ENSMUSG00000020289	Nprl3
ENSMUST00000129573	ENSMUSG00000020289	Nprl3
ENSMUST00000146890	ENSMUSG00000020289	Nprl3
ENSMUST00000149526	ENSMUSG00000020289	Nprl3
ENSMUST00000123411	ENSMUSG00000020289	Nprl3
ENSMUST00000127657	ENSMUSG00000020289	Nprl3
ENSMUST00000129010	ENSMUSG00000020289	Nprl3
ENSMUST00000132856	ENSMUSG00000020289	Nprl3
ENSMUST00000106411	ENSMUSG00000020792	Exoc7
ENSMUST00000106413	ENSMUSG00000020792	Exoc7
ENSMUST00000021147	ENSMUSG00000020792	Exoc7
ENSMUST00000139699	ENSMUSG00000020792	Exoc7
ENSMUST00000141938	ENSMUSG00000020792	Exoc7
ENSMUST00000155288	ENSMUSG00000020792	Exoc7
ENSMUST00000136417	ENSMUSG00000020792	Exoc7
ENSMUST00000126731	ENSMUSG00000020792	Exoc7
ENSMUST00000133468	ENSMUSG00000020792	Exoc7
ENSMUST00000124281	ENSMUSG00000020792	Exoc7
ENSMUST00020183195	ENSMUSG00002075039	5S_rRNA
ENSMUST00000036215	ENSMUSG00000034227	Foxj1
ENSMUST00000107398	ENSMUSG00000017176	Nt5c3b
ENSMUST00000092689	ENSMUSG00000017176	Nt5c3b
ENSMUST00000107397	ENSMUSG00000017176	Nt5c3b
ENSMUST00000154692	ENSMUSG00000017176	Nt5c3b
ENSMUST00000140381	ENSMUSG00000017176	Nt5c3b
ENSMUST00000135557	ENSMUSG00000017176	Nt5c3b
ENSMUST00000140034	ENSMUSG00000017176	Nt5c3b
ENSMUST00000155025	ENSMUSG00000017176	Nt5c3b
ENSMUST00000130666	ENSMUSG00000017176	Nt5c3b
ENSMUST00000092688	ENSMUSG00000017176	Nt5c3b
ENSMUST00000107399	ENSMUSG00000017176	Nt5c3b
ENSMUST00000142964	ENSMUSG00000020287	Mpg
ENSMUST00000020528	ENSMUSG00000020287	Mpg
ENSMUST00000144903	ENSMUSG00000020287	Mpg
ENSMUST00000138050	ENSMUSG00000020287	Mpg
ENSMUST00000020531	ENSMUSG00000055609	Hba-x
ENSMUST00000145569	ENSMUSG00000055609	Hba-x
ENSMUST00000001599	ENSMUSG00000001558	Klhl10
ENSMUST00000107395	ENSMUSG00000001558	Klhl10
ENSMUST00020182269	ENSMUSG00002076313	ENSMUSG00002076313
ENSMUST00000056665	ENSMUSG00000048732	Klhl11
ENSMUST00000093209	ENSMUSG00000069919	Hba-a1
ENSMUST00000142555	ENSMUSG00000069919	Hba-a1
ENSMUST00000101387	ENSMUSG00000073063	Hbq1b
ENSMUST00000151724	ENSMUSG00000073063	Hbq1b
ENSMUST00000093207	ENSMUSG00000069917	Hba-a2
ENSMUST00000147010	ENSMUSG00000069917	Hba-a2
ENSMUST00000020535	ENSMUSG00000020295	Hbq1a
ENSMUST00000037285	ENSMUSG00000011877	Git1
ENSMUST00000100812	ENSMUSG00000011877	Git1
ENSMUST00000152428	ENSMUSG00000011877	Git1
ENSMUST00000127302	ENSMUSG00000011877	Git1
ENSMUST00000139410	ENSMUSG00000011877	Git1
ENSMUST00000128796	ENSMUSG00000011877	Git1
ENSMUST00000060417	ENSMUSG00000044328	Trp53i13
ENSMUST00000126857	ENSMUSG00000044328	Trp53i13
ENSMUST00000124690	ENSMUSG00000044328	Trp53i13
ENSMUST00000136101	ENSMUSG00000044328	Trp53i13
ENSMUST00000139195	ENSMUSG00000044328	Trp53i13
ENSMUST00000094004	ENSMUSG00000000686	Abhd15
ENSMUST00000145676	ENSMUSG00000000686	Abhd15
ENSMUST00000147386	ENSMUSG00000000686	Abhd15
ENSMUST00000100807	ENSMUSG00000072673	Gm10392
ENSMUST00000038753	ENSMUSG00000040711	Sh3pxd2b
ENSMUST00000239041	ENSMUSG00000040711	Sh3pxd2b
ENSMUST00000138771	ENSMUSG00000040711	Sh3pxd2b
ENSMUST00000051053	ENSMUSG00000044949	Ubtd2
ENSMUST00000054327	ENSMUSG00000044056	Efcab9
ENSMUST00000109377	ENSMUSG00000044056	Efcab9
ENSMUST00000102821	ENSMUSG00000020272	Stk10
ENSMUST00000143397	ENSMUSG00000020272	Stk10
ENSMUST00000149147	ENSMUSG00000052949	Rnf157
ENSMUST00000100202	ENSMUSG00000052949	Rnf157
ENSMUST00000106398	ENSMUSG00000052949	Rnf157
ENSMUST00000137264	ENSMUSG00000052949	Rnf157
ENSMUST00000150775	ENSMUSG00000052949	Rnf157
ENSMUST00000141229	ENSMUSG00000052949	Rnf157
ENSMUST00000148763	ENSMUSG00000052949	Rnf157
ENSMUST00000137083	ENSMUSG00000052949	Rnf157
ENSMUST00000129202	ENSMUSG00000052949	Rnf157
ENSMUST00000142758	ENSMUSG00000052949	Rnf157
ENSMUST00000149682	ENSMUSG00000052949	Rnf157
ENSMUST00000121547	ENSMUSG00000081929	Rps11-ps2
ENSMUST00000057676	ENSMUSG00000050628	Ubald2
ENSMUST00000144310	ENSMUSG00000050628	Ubald2
ENSMUST00000017435	ENSMUSG00000017291	Taok1
ENSMUST00000058496	ENSMUSG00000017291	Taok1
ENSMUST00000120228	ENSMUSG00000081451	Gm12734
ENSMUST00000107389	ENSMUSG00000020917	Acly
ENSMUST00000007131	ENSMUSG00000020917	Acly
ENSMUST00000154151	ENSMUSG00000020917	Acly
ENSMUST00000152969	ENSMUSG00000020917	Acly
ENSMUST00000154888	ENSMUSG00000020917	Acly
ENSMUST00000107385	ENSMUSG00000020917	Acly
ENSMUST00000165111	ENSMUSG00000020917	Acly
ENSMUST00000121688	ENSMUSG00000082646	Gm12732
ENSMUST00000119871	ENSMUSG00000081543	Gm12733
ENSMUST00000104254	ENSMUSG00000118748	Gm23132
ENSMUST00000195956	ENSMUSG00000104854	Mir7116
ENSMUST00000100802	ENSMUSG00000037857	Nufip2
ENSMUST00000181023	ENSMUSG00000037857	Nufip2
ENSMUST00000126942	ENSMUSG00000037857	Nufip2
ENSMUST00000155238	ENSMUSG00000037857	Nufip2
ENSMUST00000134182	ENSMUSG00000070331	Qrich2
ENSMUST00000208602	ENSMUSG00000070331	Qrich2
ENSMUST00000140697	ENSMUSG00000070331	Qrich2
ENSMUST00000093909	ENSMUSG00000070331	Qrich2
ENSMUST00000124178	ENSMUSG00000000724	Cryba1
ENSMUST00000078623	ENSMUSG00000000724	Cryba1
ENSMUST00000117231	ENSMUSG00000081924	Gm11191
ENSMUST00000125269	ENSMUSG00000086826	Gm11739
ENSMUST00000109366	ENSMUSG00000020271	Fbxw11
ENSMUST00000093205	ENSMUSG00000020271	Fbxw11
ENSMUST00000143290	ENSMUSG00000020271	Fbxw11
ENSMUST00000137898	ENSMUSG00000020271	Fbxw11
ENSMUST00000076383	ENSMUSG00000020271	Fbxw11
ENSMUST00000182196	ENSMUSG00000098054	Gm8192
ENSMUST00000092684	ENSMUSG00000006784	Odad4
ENSMUST00000132143	ENSMUSG00000006784	Odad4
ENSMUST00000006976	ENSMUSG00000006784	Odad4
ENSMUST00000150331	ENSMUSG00000006784	Odad4
ENSMUST00000127389	ENSMUSG00000006784	Odad4
ENSMUST00000122821	ENSMUSG00000085676	4930555O08Rik
ENSMUST00000239071	ENSMUSG00000118532	Gm53036
ENSMUST00000103120	ENSMUSG00000006782	Cnp
ENSMUST00000148034	ENSMUSG00000006782	Cnp
ENSMUST00000150414	ENSMUSG00000006782	Cnp
ENSMUST00000147403	ENSMUSG00000006782	Cnp
ENSMUST00000109365	ENSMUSG00000020270	Smim23
ENSMUST00000020508	ENSMUSG00000020270	Smim23
ENSMUST00000121601	ENSMUSG00000083303	Gm12110
ENSMUST00000150073	ENSMUSG00000085402	Gm12111
ENSMUST00000117772	ENSMUSG00000081254	Gm12112
ENSMUST00020182584	ENSMUSG00002075522	ENSMUSG00002075522
ENSMUST00000121691	ENSMUSG00000081076	Rpsa-ps4
ENSMUST00000147896	ENSMUSG00000087318	Gm12114
ENSMUST00000109363	ENSMUSG00000057967	Fgf18
ENSMUST00000020507	ENSMUSG00000057967	Fgf18
ENSMUST00000152874	ENSMUSG00000015869	Prpsap1
ENSMUST00000106391	ENSMUSG00000015869	Prpsap1
ENSMUST00000140917	ENSMUSG00000015869	Prpsap1
ENSMUST00000147858	ENSMUSG00000015869	Prpsap1
ENSMUST00000142480	ENSMUSG00000015869	Prpsap1
ENSMUST00000152496	ENSMUSG00000015869	Prpsap1
ENSMUST00000130835	ENSMUSG00000015869	Prpsap1
ENSMUST00000135196	ENSMUSG00000015869	Prpsap1
ENSMUST00000144154	ENSMUSG00000015869	Prpsap1
ENSMUST00000119508	ENSMUSG00000081318	Rpl36-ps1
ENSMUST00000186169	ENSMUSG00000100779	Gm29292
ENSMUST00000106388	ENSMUSG00000061878	Sphk1
ENSMUST00000138840	ENSMUSG00000061878	Sphk1
ENSMUST00000136526	ENSMUSG00000061878	Sphk1
ENSMUST00000106387	ENSMUSG00000061878	Sphk1
ENSMUST00000100201	ENSMUSG00000061878	Sphk1
ENSMUST00000106386	ENSMUSG00000061878	Sphk1
ENSMUST00000134834	ENSMUSG00000061878	Sphk1
ENSMUST00000145737	ENSMUSG00000061878	Sphk1
ENSMUST00000155102	ENSMUSG00000061878	Sphk1
ENSMUST00000063446	ENSMUSG00000061878	Sphk1
ENSMUST00000063396	ENSMUSG00000061878	Sphk1
ENSMUST00000150658	ENSMUSG00000061878	Sphk1
ENSMUST00000154034	ENSMUSG00000061878	Sphk1
ENSMUST00000124682	ENSMUSG00000061878	Sphk1
ENSMUST00000148185	ENSMUSG00000061878	Sphk1
ENSMUST00000239437	ENSMUSG00000061878	Sphk1
ENSMUST00000141798	ENSMUSG00000061878	Sphk1
ENSMUST00000102815	ENSMUSG00000040594	Ranbp17
ENSMUST00000207401	ENSMUSG00000040594	Ranbp17
ENSMUST00000129179	ENSMUSG00000040594	Ranbp17
ENSMUST00000154808	ENSMUSG00000040594	Ranbp17
ENSMUST00000037522	ENSMUSG00000040594	Ranbp17
ENSMUST00000147751	ENSMUSG00000040594	Ranbp17
ENSMUST00000118265	ENSMUSG00000069913	Anp32-ps
ENSMUST00000119766	ENSMUSG00000083471	Gm12118
ENSMUST00000020366	ENSMUSG00000020159	Gabrp
ENSMUST00000135350	ENSMUSG00000020159	Gabrp
ENSMUST00000101371	ENSMUSG00000073052	D130052B06Rik
ENSMUST00000238565	ENSMUSG00000073052	D130052B06Rik
ENSMUST00000082152	ENSMUSG00000020802	Ube2o
ENSMUST00000134102	ENSMUSG00000020802	Ube2o
ENSMUST00000147851	ENSMUSG00000020802	Ube2o
ENSMUST00000119903	ENSMUSG00000083314	Gm11742
ENSMUST00000239499	ENSMUSG00000014195	Dnajc7
ENSMUST00000014339	ENSMUSG00000014195	Dnajc7
ENSMUST00000128414	ENSMUSG00000014195	Dnajc7
ENSMUST00000129346	ENSMUSG00000014195	Dnajc7
ENSMUST00000239494	ENSMUSG00000014195	Dnajc7
ENSMUST00000239391	ENSMUSG00000014195	Dnajc7
ENSMUST00000239453	ENSMUSG00000014195	Dnajc7
ENSMUST00000146840	ENSMUSG00000014195	Dnajc7
ENSMUST00000239426	ENSMUSG00000014195	Dnajc7
ENSMUST00000239482	ENSMUSG00000014195	Dnajc7
ENSMUST00000239490	ENSMUSG00000014195	Dnajc7
ENSMUST00000239410	ENSMUSG00000014195	Dnajc7
ENSMUST00000239389	ENSMUSG00000014195	Dnajc7
ENSMUST00000136199	ENSMUSG00000014195	Dnajc7
ENSMUST00000239418	ENSMUSG00000014195	Dnajc7
ENSMUST00000148098	ENSMUSG00000014195	Dnajc7
ENSMUST00000239491	ENSMUSG00000014195	Dnajc7
ENSMUST00000155152	ENSMUSG00000014195	Dnajc7
ENSMUST00000137688	ENSMUSG00000014195	Dnajc7
ENSMUST00000239479	ENSMUSG00000014195	Dnajc7
ENSMUST00000154972	ENSMUSG00000014195	Dnajc7
ENSMUST00000132886	ENSMUSG00000014195	Dnajc7
ENSMUST00000142978	ENSMUSG00000020804	Aanat
ENSMUST00000021160	ENSMUSG00000020804	Aanat
ENSMUST00000153476	ENSMUSG00000020804	Aanat
ENSMUST00000123507	ENSMUSG00000020804	Aanat
ENSMUST00000132601	ENSMUSG00000020804	Aanat
ENSMUST00000101368	ENSMUSG00000053519	Kcnip1
ENSMUST00000065970	ENSMUSG00000053519	Kcnip1
ENSMUST00000109340	ENSMUSG00000053519	Kcnip1
ENSMUST00000238903	ENSMUSG00000053519	Kcnip1
ENSMUST00000238436	ENSMUSG00000053519	Kcnip1
ENSMUST00000154760	ENSMUSG00000053519	Kcnip1
ENSMUST00000135034	ENSMUSG00000053519	Kcnip1
ENSMUST00000136083	ENSMUSG00000085240	Gm12119
ENSMUST00000125068	ENSMUSG00000087328	Gm12120
ENSMUST00000020362	ENSMUSG00000020155	Kcnmb1
ENSMUST00000107376	ENSMUSG00000017837	Nkiras2
ENSMUST00000051947	ENSMUSG00000017837	Nkiras2
ENSMUST00000017981	ENSMUSG00000017837	Nkiras2
ENSMUST00000127547	ENSMUSG00000017837	Nkiras2
ENSMUST00000155840	ENSMUSG00000017837	Nkiras2
ENSMUST00000142993	ENSMUSG00000017837	Nkiras2
ENSMUST00000071880	ENSMUSG00000042678	Myo15
ENSMUST00000081823	ENSMUSG00000042678	Myo15
ENSMUST00000094135	ENSMUSG00000042678	Myo15
ENSMUST00000126522	ENSMUSG00000042678	Myo15
ENSMUST00000238401	ENSMUSG00000042678	Myo15
ENSMUST00000122825	ENSMUSG00000042678	Myo15
ENSMUST00000141450	ENSMUSG00000085684	4930469K13Rik
ENSMUST00000223852	ENSMUSG00000085684	4930469K13Rik
ENSMUST00000224226	ENSMUSG00000085684	4930469K13Rik
ENSMUST00000103119	ENSMUSG00000014198	Zfp385c
ENSMUST00000148560	ENSMUSG00000014198	Zfp385c
ENSMUST00000151589	ENSMUSG00000014198	Zfp385c
ENSMUST00000153494	ENSMUSG00000014198	Zfp385c
ENSMUST00000207052	ENSMUSG00000109112	Gm44544
ENSMUST00000137154	ENSMUSG00000085604	Dhx58os
ENSMUST00000103029	ENSMUSG00000020806	Rhbdf2
ENSMUST00000103028	ENSMUSG00000020806	Rhbdf2
ENSMUST00000138125	ENSMUSG00000020806	Rhbdf2
ENSMUST00000126819	ENSMUSG00000020806	Rhbdf2
ENSMUST00000134770	ENSMUSG00000042650	Alkbh5
ENSMUST00000044250	ENSMUSG00000042650	Alkbh5
ENSMUST00000177975	ENSMUSG00000096745	Gm12622
ENSMUST00000021166	ENSMUSG00000020810	Cygb
ENSMUST00000122193	ENSMUSG00000084273	Gm12628
ENSMUST00000119849	ENSMUSG00000093924	Gm12623
ENSMUST00000177760	ENSMUSG00000096363	Gm12621
ENSMUST00000178412	ENSMUSG00000095680	Gm12627
ENSMUST00000180323	ENSMUSG00000095291	Gm12613
ENSMUST00000179586	ENSMUSG00000096088	Gm12614
ENSMUST00000177970	ENSMUSG00000096483	Gm12615
ENSMUST00000117339	ENSMUSG00000094278	Gm12626
ENSMUST00000179122	ENSMUSG00000094005	Gm12625
ENSMUST00000117369	ENSMUSG00000084335	Gm12619
ENSMUST00000017974	ENSMUSG00000017830	Dhx58
ENSMUST00000140543	ENSMUSG00000017830	Dhx58
ENSMUST00000149869	ENSMUSG00000017830	Dhx58
ENSMUST00000126167	ENSMUSG00000017830	Dhx58
ENSMUST00000150656	ENSMUSG00000017830	Dhx58
ENSMUST00000132930	ENSMUSG00000017830	Dhx58
ENSMUST00000177615	ENSMUSG00000095605	Gm12624
ENSMUST00000140182	ENSMUSG00000093978	Gm12612
ENSMUST00000118594	ENSMUSG00000095136	Gm12616
ENSMUST00000148484	ENSMUSG00000075410	Prcd
ENSMUST00000106381	ENSMUSG00000075410	Prcd
ENSMUST00000156088	ENSMUSG00000075410	Prcd
ENSMUST00000116318	ENSMUSG00000075410	Prcd
ENSMUST00000178875	ENSMUSG00000075410	Prcd
ENSMUST00000119791	ENSMUSG00000094566	Gm12620
ENSMUST00000121268	ENSMUSG00000084034	Gm12617
ENSMUST00000052413	ENSMUSG00000002699	Lcp2
ENSMUST00000109329	ENSMUSG00000002699	Lcp2
ENSMUST00000133120	ENSMUSG00000002699	Lcp2
ENSMUST00000146318	ENSMUSG00000002699	Lcp2
ENSMUST00000131630	ENSMUSG00000086243	Gm12121
ENSMUST00000060271	ENSMUSG00000047861	Foxi1
ENSMUST00000239363	ENSMUSG00000020812	Snhg16
ENSMUST00000139934	ENSMUSG00000020812	Snhg16
ENSMUST00000142834	ENSMUSG00000020812	Snhg16
ENSMUST00000239180	ENSMUSG00000020812	Snhg16
ENSMUST00000106378	ENSMUSG00000020812	Snhg16
ENSMUST00000239226	ENSMUSG00000020812	Snhg16
ENSMUST00000153405	ENSMUSG00000020812	Snhg16
ENSMUST00000239190	ENSMUSG00000020812	Snhg16
ENSMUST00000239281	ENSMUSG00000020812	Snhg16
ENSMUST00000144049	ENSMUSG00000020812	Snhg16
ENSMUST00000134818	ENSMUSG00000020812	Snhg16
ENSMUST00000239283	ENSMUSG00000020812	Snhg16
ENSMUST00000131260	ENSMUSG00000020812	Snhg16
ENSMUST00000239362	ENSMUSG00000020812	Snhg16
ENSMUST00000083706	ENSMUSG00000065640	Snord1c
ENSMUST00000104416	ENSMUSG00000077604	Snord1b
ENSMUST00000083160	ENSMUSG00000065094	Snord1a
ENSMUST00000079545	ENSMUSG00000057286	St6galnac2
ENSMUST00000135771	ENSMUSG00000057286	St6galnac2
ENSMUST00000123236	ENSMUSG00000057286	St6galnac2
ENSMUST00000129236	ENSMUSG00000057286	St6galnac2
ENSMUST00000145441	ENSMUSG00000057286	St6galnac2
ENSMUST00000144398	ENSMUSG00000110170	St6galnac2
ENSMUST00000153526	ENSMUSG00000020918	Kat2a
ENSMUST00000126299	ENSMUSG00000020918	Kat2a
ENSMUST00000006973	ENSMUSG00000020918	Kat2a
ENSMUST00000103118	ENSMUSG00000020918	Kat2a
ENSMUST00000106377	ENSMUSG00000078586	Gm11735
ENSMUST00000017976	ENSMUSG00000017832	Hspb9
ENSMUST00000169833	ENSMUSG00000017832	Hspb9
ENSMUST00000156293	ENSMUSG00000056032	BC018473
ENSMUST00000132056	ENSMUSG00000056032	BC018473
ENSMUST00000145570	ENSMUSG00000056032	BC018473
ENSMUST00000147508	ENSMUSG00000056032	BC018473
ENSMUST00000093193	ENSMUSG00000020143	Dock2
ENSMUST00000101365	ENSMUSG00000020143	Dock2
ENSMUST00000157036	ENSMUSG00000020143	Dock2
ENSMUST00000127846	ENSMUSG00000020143	Dock2
ENSMUST00000143540	ENSMUSG00000020143	Dock2
ENSMUST00000154178	ENSMUSG00000020143	Dock2
ENSMUST00000101364	ENSMUSG00000020143	Dock2
ENSMUST00000147359	ENSMUSG00000087122	4930403D09Rik
ENSMUST00000009732	ENSMUSG00000009588	St6galnac1
ENSMUST00000052346	ENSMUSG00000020536	Llgl1
ENSMUST00000108719	ENSMUSG00000020536	Llgl1
ENSMUST00000128749	ENSMUSG00000020536	Llgl1
ENSMUST00000165963	ENSMUSG00000069911	Insyn2b
ENSMUST00000093192	ENSMUSG00000069911	Insyn2b
ENSMUST00000107364	ENSMUSG00000019173	Rab5c
ENSMUST00000019317	ENSMUSG00000019173	Rab5c
ENSMUST00000155843	ENSMUSG00000019173	Rab5c
ENSMUST00000155500	ENSMUSG00000019173	Rab5c
ENSMUST00000021170	ENSMUSG00000020814	Mxra7
ENSMUST00000047715	ENSMUSG00000020814	Mxra7
ENSMUST00000150015	ENSMUSG00000020814	Mxra7
ENSMUST00000093191	ENSMUSG00000069910	Spdl1
ENSMUST00000148853	ENSMUSG00000069910	Spdl1
ENSMUST00000148387	ENSMUSG00000069910	Spdl1
ENSMUST00000104355	ENSMUSG00000077543	Gm22022
ENSMUST00000131249	ENSMUSG00000085090	Gm12711
ENSMUST00000239939	ENSMUSG00000119023	Gm25799
ENSMUST00000141735	ENSMUSG00000056962	Jmjd6
ENSMUST00000047616	ENSMUSG00000056962	Jmjd6
ENSMUST00000130120	ENSMUSG00000056962	Jmjd6
ENSMUST00000142495	ENSMUSG00000056962	Jmjd6
ENSMUST00000124831	ENSMUSG00000056962	Jmjd6
ENSMUST00000140349	ENSMUSG00000056962	Jmjd6
ENSMUST00000140513	ENSMUSG00000056962	Jmjd6
ENSMUST00020182605	ENSMUSG00002076427	ENSMUSG00002076427
ENSMUST00000107361	ENSMUSG00000035355	Kcnh4
ENSMUST00000107363	ENSMUSG00000035355	Kcnh4
ENSMUST00000107360	ENSMUSG00000045471	Hcrt
ENSMUST00000055083	ENSMUSG00000045471	Hcrt
ENSMUST00000106370	ENSMUSG00000090266	Mettl23
ENSMUST00000175930	ENSMUSG00000090266	Mettl23
ENSMUST00000128784	ENSMUSG00000090266	Mettl23
ENSMUST00000176765	ENSMUSG00000090266	Mettl23
ENSMUST00000176799	ENSMUSG00000090266	Mettl23
ENSMUST00000132593	ENSMUSG00000090266	Mettl23
ENSMUST00000140869	ENSMUSG00000090266	Mettl23
ENSMUST00000143184	ENSMUSG00000090266	Mettl23
ENSMUST00000069837	ENSMUSG00000056427	Slit3
ENSMUST00000156571	ENSMUSG00000056427	Slit3
ENSMUST00000153098	ENSMUSG00000056427	Slit3
ENSMUST00000124438	ENSMUSG00000056427	Slit3
ENSMUST00000157500	ENSMUSG00000088125	Gm26070
ENSMUST00000120348	ENSMUSG00000082309	Gm12123
ENSMUST00000154141	ENSMUSG00000002812	Flii
ENSMUST00000002889	ENSMUSG00000002812	Flii
ENSMUST00000154465	ENSMUSG00000002812	Flii
ENSMUST00000137226	ENSMUSG00000002812	Flii
ENSMUST00000124503	ENSMUSG00000086311	Gm12122
ENSMUST00000083649	ENSMUSG00000065583	Mir218-2
